ID,content
3761,lebih baik lagi
3762,Msh d coba
3763,Loding kadang sulit pas mau transaksi
3764,Terima kasih Livin by mandiri
3765,Sayang nya livin qu gk ad pinjaman dana nya
3766,Saya sudah berapa kali mau login ke livin selalu tidak bisa jawaban di apk layanan tidak tersedia bagaimana caranya kenapa bisa seperti ini
3767,Sangat bagus
3768,akhirnya saya punya rekening mandiri
3769,"Kenapa setelah saya uinstal, saya download lagi saya login ngga bisa"
3770,Aplikasi ini bukan solusi
3771,Pelayanan baik dan cepat. Lindungi dana nasabah dari kejahatan IT.
3772,baru coba ok
3773,Ko aplikasi sayah kalow login langsung kembali lagi ka tolong di bantu..
3774,Bagus
3775,Livin sy tidak bisa saya akses dan kembali ke layar awal pendaftaran
3776,sering maintenance
3777,Kenapa maintenance lama
3778,Di jam 1 malam transfer selalu gagal
3779,"Bisa gak , ngga maintenance di jam darurat malam??? m Banking buat mudah dr lasa ke ATM, ini malem2 malah ke ATM ."
3780,Kadang suka lemot
3781,Sering gangguan tiap habbis jam 11 malam.. aneh
3782,Ok
3783,"M banking ribet,dr semua m bangking yg pernah gw pakai ini yg paling ribet,mau pembayaran di my telkomsel aja ribet gk sesuai sama arahan dimytelkomselnya,mau topup ewalet pun sama ribetnya apalagi tf ke bank lain deehh,gk rekomended dibandingkan sama mbangking bank lain"
3784,Banyak gangguan nya sue.
3785,Mantaapp.. skarang sudah bisa deh cek history transks emoney..
3786,Atm saya di blokir pihak mandiri mau mengajukan ksm susah !!
3787,Biaya admin 2000 perbulan lah
3788,Telalu serih pemiliharaan rutin
3789,"Tidak berjalan di perangkat saya (Realme - Android 15), muncul notifikasi bahwa aplikasi tidak bisa berjalan karena tidak mendukung sistem operasi di perangkat. Padahal perangkat masih baru, tidak pernah utak atik atau apapun."
3790,Lama bngt loading
3791,"Apk livin ini sangat membantu sekali jos,walaupun akun livin sya tidak bila login dikarenakan ada peningkatan layan😂😂"
3792,Sudah bisa login kembali
3793,Trimakasih
3794,"Yg penting ngisi, dari pada di tnyain terus tanggapan ttng aplikasinya"
3795,Mantapz
3796,"Lemot banget kaga bisa masuk padahal sinyal full. Masuk ke aplikasi lain lancar jaya, masuk ke aplikasi ini malah muter terus hadeuhhh"
3797,Livin mandiri memang joss mantap
3798,Mantap
3799,Aplikasinya lambat saat mau login.. Mohon diperbaiki lagi
3800,Gagal verifikasi muka saat mau login livin. Sudah berlangsung selama 8 bulan dan pihak bank tidak bisa membantu. Sangat tidak nyaman menggunakan bank mandiri.
3801,pindah hp kok nggak bisa login tolong di update min
3802,"Maap ibuk atau bapak yg terhormat,kenapa ini mau daptar gabisa bisa yaa padahal jaringan juga Uda bagus tinggal Selpi aja lho,Uda Selpi Uda ceklis malah suruh masukin password lagiii"
3803,Bagus bylivin mandiri
3804,"yg terhormat pihak bank mandiri,tolong di bantu,sudah 2 minggu saya tidak bs masuk ke my livin,di aplikasi keluar sendiri,apakah penyebab nya,tolong di bantu"
3805,Lelet
3806,"Untuk sekarang oke livin membantu untuk segala hal keuangan yang disetujui oleh OJK dll,"
3807,"Sering lelet jg,apalagi pas Lg butuh mau transfer.mohon di perbagus lagi. Ok terima kasih"
3808,Kenapa sya mau login susah banget gangguan terus minggu2 ini
3809,mau masukin mbaking ga bisa apa lagi perbaikan
3810,Knpa kok pakai wajah sih coba pakai sidik jari alternatif lain
3811,Mau login aja susah sekarang apk nya sering ekor jadi males pake mandiri
3812,"kok saya ga bisa masuk livin by mandiri nya? setiap mau masuk selalu langsung keluarr ke beranda hp tolong dong livin by mandiri,saya jadi susah ni masuk transfer transfer"
3813,"saya sudah lama memakai livin mandiri ini,sudah di update,tapi pas mau masuk langsung keluar lagi.sudah saya hapus dan download kembali.tetapi masih tak bisa masuk atau login."
3814,Ok
3815,"Gimana caranya login tanpa menggunakan kartu,,aplikasi nya saya perbarui kenapa loginnya harus menggunakan kartu,,kartu nya sudah 1 Thun gk datang2"
3816,Saya nggak punya cicilan tapi mau dikasih wajah saya susah
3817,"Apk erorr padahal saya baru bikin atm , tapi beberapa bulan apk nya udah gak bisa dibuka , tiap masuk ke apk nya langsung keluar dahh Ampuun , sama satu lagi pelayanan nya gak ramah bintang 1 cokk"
3818,Saya perlu bantuan tpi TDK di respon
3819,mantapppp mudah proses nya
3820,Masukan aja mohon di beri chat di Livin by mandiri biar enak kalau ada masalah di dalam transaksi riveral atau masalah transfer lain nya
3821,OKE
3822,Kenapa aqw gk bisa masuk ke livin ya kak..
3823,tidak bisa bertransaksi padahal sudah ke bank mandiri langsung memperbaiki tetap gak bisa
3824,Saya tarik dana Withdraw 1jt800 ko belum masuk livin saya tolong bantu proses secepatnya 😭😭
3825,"aplikasi susah di gunakan, susah log in ga ngerti maksudnya apa dari semalem sampe skrng ga bisa login capek la"
3826,Jos
3827,Pelayanan nya the Best
3828,Tarik tunai kena potong 5 ribu Bayar pakai Q-ris kena potong 5.500. Pindah ke e-wallet aja apa yah?!
3829,livin gak bisa di buka dari kemaren
3830,"Terimaksih mandiri, telah menghadirtkan menu ganti kartu ATM rusak di APLIKASI LIVIN. Biking mudah tanpa antri, Personil Security juga sangat paham saat mengarahkan. Mandiri Yos sudarso Makassar👍."
3831,Kenapa ya Livin aku gak bisa buat transaksi tapi bisa menerima dana masuk pin sama pasword nya udah benar disuruh coba lagi tapi tetap tidak bisa
3832,Tolong mandiri saya kenapa sering gangguan
3833,mau pindah hp ternyata apk nya ditolak trus suruh ke cabang terdekat tapi tetap tidak bisa.. sampai ganti foto ktp tetap tidak bisa.. krnapa yaa ??
3834,"ok banget, lancar di signal kecil"
3835,Sekarang kenapa login tidak bisa ya
3836,Aplikasinya sangat mudah di gunakan
3837,syarat apa agar menjadi nasabah terpilih biar fitur ksm muncul
3838,"PERKARA GANTI NO HP MINTA VERIFIKASI WAJAH BERKALI KALI ALESAN PUSAT WAJAH TIDAK MIRIP DI KTP , KALO FOTO KTPNYA PADA SAAT MSH REMAJA , TERUS SAYA GA BISA LOG IN LIVIN HANYA KARNA FOTO ????!!! BCA AJA MUDAH KOK UNTUK PERUBAHAN DATA NASABAH !!! INI MANDIRI MEMPERSULIT NASABAH TERUTAMA UNTUK GANTI NO MBANKING AJA !!"
3839,Qris nya gak berubah2 update transaksinya padahal saldo kepotong. Saya kecewa bukan soal uangnya tapi konsistensi kerja kalian
3840,"Lagi saat si butuhkan banget, susah banget login, heran kadang liat aplikasi satu ini, kebanyakan fitur gag guna jadi lemot, udah lah fokus aja ke fitur yg lebih berguna. Kecewa parah."
3841,Busuk aplikasinya. Di buka gabisa. Eroor mulu
3842,Mantap
3843,jadi gak muncul no rekening dan saldo lebih mudah BCA mobile daripada livin
3844,"Kenapa makin kesini makin ancur nih livin, nda bisa transaksi tertulis pengaturan jam di handphone harus otomatis padahal pengaturan handphone sy sudah otomatis, mau komplain tp tdk ada cs online nya, masa kudu email lg 🤦‍♀️ yg ada makin lama.. masa kudu ke atm.. bukannya makin praktis malah makin ribet"
3845,Simple aman
3846,Error teroooosss
3847,Apl yg bagus sangat membantu buat transaksi
3848,"Aplikasi macam apa ini sering keluar sendiri, kecewa sih udah di update juga masih sama suka keluar sendiri gak bisa login"
3849,Ok
3850,Bagus sangat membantu
3851,"Error bug, dak bisa log in di Infinix hot 30 sudah 2 hari ini"
3852,"Sudah 3 hari ini gak bisa dibuka, loading terus... Sdh diinstall ulang jg tetap eror. Gmn ya? Ngecek saldo jadi harus ke ATM lg. Sesusah itukah memperbaiki sistem? Stlah saya cek pantes saja bintang living mandiri cm 3,9 .. kalah jauh dari bank2 tetangga.. malu dong.."
3853,"terheran Tidak bisa akses menggunakan jaringan WiFi. klau saat urgent paket internet habis, bagaimana klau tidak bisa diakses menggunakan WiFi/tetring."
3854,semoga bermanfaat lagi untuk kedepannya
3855,"terimakasih membantu saya bertransaksi keuangan saya,,, 🙏🙏🙏"
3856,Suka nge bug klo vertifikasi wajah itu knp ya makin susah login kadang sms gk ada malah banyak eror nya
3857,"Ribet, verifikasi wajah habis waktu terus."
3858,Gak bisa login dari bulan Januari sampai Maret tetap gak bisa login sampai kita kekantor bank tetap gak bisa .. setiap kali login bertuliskan pemeliharaan sistem
3859,"Hallo ibu&bapak.ini saldo saya hilang tiba"" dan tdak ada keterangan kenapah yaah"
3860,Bagus mempermudah bertransaksi. sayang sekali progam KSM sudah tidak ada. Padahal sangat membantu sekali
3861,Terlalu sering majntenence
3862,"aplikasi nya cepat bagua, cuma kurang suka nya terlalu lama buat tidak transfernya,, dari jam 22.30-01.00 itu sangat lama, dan lebih ga nyaman nya lagi, jam 1.30 udah mulai pemeliharaan sampe jam 02.30 itu yangg bikin tidak nyaman, tolong dikasuh kebijaksanaan soalnya ituu tutup transfer aja lama banget, ditambah jam 1.30 pemeliharaan sistem lama juga."
3863,Bayakn oflen tai
3864,Kenapa di saat di gunakan jam² dini hari hàrus tidak bisa??? Khusus nya jam 2?? Apa harus stp hari untuk pemeliharaan aplikasi?
3865,"Tolonglah, susah banget kebuka di HP saya, mesti nunggu cukup lama & bolak balik mati hidupkan data!!! Fix lh ini problem ny, haduhhhh!!!"
3866,ngebantu banget ada nya aplikasi livin' by mandiri ini
3867,Masak mau login nggak bisa lupa sandi nunggu kirim kode otp nggak dikirim Sampek ulang ulang seharian nggk dikasih otp padahal nomer sudah benar terdaftar dilivin mandiri saya tolong gimana solusinya
3868,Bagus dan aman
3869,Sinyal bagus tapi loading terus.
3870,bagus
3871,"Mohon tolong bantuan nya, transfer saya tertunda, tapi uang nya sudah terpotong"
3872,Saya gk bisa login
3873,"susah banget dipake sekarang buat transaksi, gangguan lah, no tidak ditemukan lah, pemeliharaan lah, ada aja lagunya tiap hari"
3874,Topup dana kok gagal mulu sih anj.. Nomer udah bener juga.
3875,Terbaik
3876,"Bikin rekening baru banyak potongan, potongan ngga jelas , trus saldo ngga bisa sampai nol limit, bank tolol ngga kaya BCA bisa sampai nol limit"
3877,Sangat membantu sekali di saat kita gak perlu ngantri di bank
3878,Ya kali kita harus ganti hp setelah sekian lma di hape ini bsa living' kok tiba tiba tidak bisa kebuka ke kantor pun bilang hp bermasalah
3879,Aplikasi busuk
3880,Apinya lemot pas loading padahal jaringan full sejak di perbarui malah kek gini jadi menghambat transaksi
3881,Tak jelas tiba2 uang sdah 11 ribu rupiah entah kemana lari nya
3882,Sangat membatu
3883,"Urusan perbankan mandiri adalah solusi financial terbaik bagi seluruh rakyat indonesia so ayo percayakan masalah keuangan anda kepada bank mandiri, sukses selalu bank mandiri."
3884,Susah di verifikasi wajah udah ngikutin gx bisa terus.....
3885,"Gilaaaaaa, kau masukin nik wali aj susah mampuss"
3886,Semoga mandiri kedepannya tetap sukses dan berjaya
3887,Sangat membantu ada nya Livin nggak kalah dengan yang lain nya
3888,Kak kog saya blum muncul paylater di Livin sya
3889,good..
3890,Apl nya sangat bagus
3891,"Mantap transfer dengan nominal biaya admin gede banget ditambah harus ngendap 100k, customer service (live chat)di WhatsApp pun tidak ada respon, dan berbeda sama sebelah🔥"
3892,Tidak bisa di gunakan
3893,"Kenapa tiba2 rekening saya tidak aktif? Tanpa ada pemberitahuan dari email, hanya dalam aplikasi langsung tidak aktif rekening saya. Mohon solusi dari pihak pengelola"
3894,"Kalo sudah ke log out susah untuk masuk lgi dan selalu gagal, pdahal data sesuai dan pulsa mencukupi"
3895,Mohon kenapa engga bisa nik saya untuk wali
3896,Terima Kasih
3897,Pemyakit nya sma minta ngatur waktu dan pengaturan laen nya pdl seblme gpp.di restat pun sdah tetep aja di update pun kg sdah sma aja
3898,"Gx bisa d buka sama sekali app nya, jadi buat apa d instal app nya klo gx bisa d buka , tolong perbaiki app nya agar bisa d pergunakan dengan baik ,"
3899,Sayah ad per mohonan ...usuran sayah mohon di bantu sayah mau pengajuan pinjeman buat mudik
3900,Aplikasi yang bagus dan cepat
3901,"Bener kata orang², apk ini sering ada kendala terus ketika transaksi. Ternyata saya juga mengalami sendiri, buat transaksi transfer/narik uang gabisa, udah direstart berulang kali, sampe uninstall ulang, bahkan sampe setting jam otomatis-non otomatis pun juga sama gaada bedanya tetep gabisa buat transaksi. Coba diperbaiki aplikasinya, jangan menyusahkan orang banyaaakkkkk..."
3902,Hanya bintang yg berbicara Ganti hp pindah ke hp baru sudah 1 minggu lebih susah untuk masuk
3903,Livin terlalu rewel mau login aja verifikasi sudah sesuai semua tapi malah di suruh ke cabang untuk tambahan verifikasi aneh
3904,Sangat membantu dalam pembelian dan pembayaran online...dan juga transfer dan transaksi lainnya Livin the best
3905,Gabisa log-in berkali-kali disetiap ada uang masuk selalu loading terus sampe bermenit-menit
3906,bagus sekali berguna paham Aya
3907,mantap
3908,Baik
3909,sangat membagongkan. apk yg sering eror.
3910,"Pelayanan dikantor cabang bangil, pasuruan tidak menyenangkan"
3911,Ok completed
3912,Cara cari no lilin saya
3913,"terlalu sampah, mau bayar bpjs ga bisa2 bayar dana nomerny ga ketemu² Yang bener aja kalau bikin mbanking"
3914,Kak saya kan belum daptar ko setiap mau daptar katanya ssya sudah daptar Gimana ini kak masa saya donlot lagi dan lagi kak Coba tolong di bantu kak solnya saya mau daptar livin kak
3915,"Kak mau nanya saya ada Livin di hp satunya tapi hp sudah rusak, saya mau masukkan ke hp yg baru tapi gak berhasil karena msh dalam perbaikan untuk layanan ini, bisa dibantu terkait hal ini??"
3916,Ko saldo transferan saya gak ad y tapi bukti transferan masuk ad
3917,Mantap aplikasi nya
3918,Tiba tiba banget mo daftar Livin ga bisa Terblokir tp kartu ATM masih bisa .. gimna cara baikinnya
3919,Ga ngerti lagi sama aplikasi satu ini posisi kartu ATM hilang dan abis ganti hp terus pas mau login ke Livin di hp baru ga bisa login dikarenakan hp tidak support aneh emng hp keluaran terbaru dibilang ga support terus pas mau cetak kartu ATM baru di mesin ATM ga bisa dikarenakan kartu ke blokir sementara kartu saya hilang bukan lupa pin atau pun ketelan di mesin
3920,Sering eror...susah buat di buka ini aplikasi
3921,Lama banget mau loginnya
3922,Lancar
3923,"Di Tablet saya gak mendukung padahal bank lain bisa,tolong versi untuk tab di suport"
3924,Verifikasi wajah sangat sulit
3925,👍👍👍👍
3926,Nyaman bertransaksi
3927,"Puqi gak bisa login Livin, oiiii Livin mandiri kartu saya ini masih aktif sampai 2026 kenapa aplikasi kau nih error puqi mak, sorry ngengas soalnyo dari dulu mau login gak bisa bisa bikin emosi aja"
3928,Tolong aplikasi ini agar bisa terkonek dan respon untuk memudahkan pinjaman dana bagi yang membutuhkan dalam jangka waktu yg tepat
3929,"bukanya mempermudah, malah jdi ribet, kebanyakan maintenant"
3930,"Tolong pihak mandiri di NOTE jng setiap hari maintaine terus kita jadi susah bertransaksi entah di aplikasi livin entah di ATM bener"" Sangat MENGGANGGU!!! Saya sampe susah cari makan gara"" Maintaine gabisa transaksi dan tarik tunai karna cuman mandiri yg saya andalkan tp malah begini fatback nya!!!!"
3931,Emang parah tiap jam larut malam selalu gangguan . Gangguan nya lama lagi parah...selalu gangguan
3932,"Gua terkadang heran lihat apk Livin ini di atas jam 12 malem pasti pemeliharaan rutin, iya boleh pemeliharaan tapi jangan setiap malam juga lahh semisalnya lagi kondisi urgent gimana cara nyelesain nya, sebetulnya adanya m-banking ini untuk mempermudah, tolong lahh di perbaiki ini sekelas bank negara loo!!!!"
3933,Knp gagal
3934,Lagi urgent malah gangguan mulu !
3935,"aku pake hp baru,tapi kenapa ya ga bisa login lgi di hp yang baru?"
3936,Semoga kedepannya bisa memudahkan pengguna yang di pelosok
3937,Ga bisa login
3938,Alhamdulillah selalu di permudah dgn ada nya livin Mobile 👍👍👍😁
3939,"Aplikasi bikin tidak membantu, Tidak bisa tarik tanpa kartu Selalu ada MT Bikin hp freeze"
3940,livin mandiri makin kesini makin parah ribet banget daftar di hp baru otp sudah di kirim malah layanan tidak tersedia gitu terus nyampe berminggu2 gak ada solusi sama sekali gimana nih woi mau di benerin gak nih apk Jadi sulit nih mau transaksi
3941,"gabisa top up dana jam 22:30-01:00 kurangin aja, dri jam 00:00-01-00"
3942,Aplikasi perbankan lemot parah. Berat...🤔
3943,Katanya mudah tapi bikin sandi aja di persulit angka ini salah itu salah....ribet!!!auto uninstal dah
3944,"ATURAN TIDAK WAJAR ADA SEGALA HAL SALDO DITAHAN, AYU SEMUA YANG BELUM BIKIN ULASAN KASIH AJA BINTANG 1 COCOK BANGET"
3945,KENAPA KARTU SAYA DI BLOKIR
3946,Oke
3947,Karut
3948,Gak tau buat apa
3949,"Loading nya lama eror Mulu padahal sinyal bagus, perlu perbaikan lagi ini"
3950,Kalau bisa seperti bank bni yg bisa di kosongkan saldonya mudah gampang biar ngga di hacker sama hacker..!!!!!
3951,Sangat membantu
3952,"Kenapa di perangkat pamsung galaxy a20s ga bisa di instal,?dgn catatan perangkat tidak mendukung, padahal sebelumnya di perngkat sebelumnya yang os nya jauh lebih rendah bisa di instal? Apakah ada solusinya"
3953,Biaya transfer nya skrg kok naik ya jd 6.500 Kaget betul sihh.. Biasa 2.500
3954,Aplikasi nya sangat membantu
3955,mantap
3956,Terima kasih saya ucapkan kepada pihak bank mandiri karena sudah menyelesaikan kendala dan masalah yang ada di livin terima kasih banyak
3957,Super apps komplit sangat membantu 👍👍👍👍👍
3958,Kanapa perbaikan trus
3959,lemot kalau buka livin. setiap mau liat gaji suami masuk suruh upgrade mulu ngeselin kan jadinya.! enak bisa mantau gaji suami. sekarang malah gk bisa buat transfer uang & bayar lewat aplikasi.
3960,Maaf ka ini kenapa ya saya ngga bisa masuk ke apk livin nyaa? Lgi error apa gmna Dari pagi ngga bisa masuk
3961,transfer tidak bisa
3962,Transaksi lebih mudah
3963,"Apk rusak tidak bisa buat daftar karna gak bakalan bisa verifikasi wajah, mending hapus saja apk gak huna ini"
3964,Gangguan terus
3965,Jelek kartu gw kwblokir mulu
3966,mohon maaf livin ini sulit tidak bisa transfer...top up keterangan setting waktu hp..padahal sudah otomatis lalu ket coba lagi beberapa waktu dan tinggalkan halaman...duh gak bisa diandalkan ini mandiri .. mohon diperbaiki aplikasi nya
3967,Ok banget
3968,Kenapa aplikasi ini begitu dibuka langsung ilang lagi.bagaimana cara memperbaiki nya
3969,tolong di perbaiki
3970,"Kenapa saya tidak bisa login di livin, saya habis reset hp ke setelan awal dan saya ingin login kembali ke livin, tp setelah saya memasukkan pasword ada tulisan sedang ada peningkatan untuk layanan ini, dan saya coba lagi masih tetap seperti itu tolong bantuannya 🙏"
3971,"percuma mau laporan lewat gmail tetep aja balasannya suruh nunggu 10 hari, ga jelas banget udah 10 hari malah tidak ada konfirmasi apapun, mendingan tutup akun saja dari pada menyimpan uang di bank yang memiliki layanan customer service yang buruk"
3972,Okok
3973,Bagus
3974,"HP dan kartu lama hilang, untuk pembuatan livin baru susah sekali tolong di updet lagi agar mempermudah sistem nya"
3975,Masa iya ada notifikasi doang kepotong? Mending beralih kesebelah aja kalo begitu
3976,"Sering kali livin ini gangguan, hampir setiap hari perasaan. Ayolah perbaiki aplikasinya?"
3977,Baik
3978,Saya mau daftar livin kenapa tidak bisa ya. Saya punya rekening mandiri.
3979,maaf mo tanya. mandiri livin apakah ada biaya bulanan atmin?
3980,Masih dgn masalah yg sama...setiap mau transfer atau top up ...pasti eror ...muncul notif ..sesuaikan tanggal...dan hp sudah auto date...tetap begitu
3981,Kenapa sekarang sering gangguan
3982,Saya suka sama Livin. Tp tolong ini Livin sama kode otp nya g terkirim trus. Sama g bisa masuk aplikasi nya 🥺
3983,"Kemarin nyaman sekarang susah,,buka apl harus pake wifi,,kan aneh,,paket data aja ada,,tidak memudahkan"
3984,"Sering error pembayaran via qris,, dana nya sudah ketarik (berkurang), sudah telfon mandiri call entah karena uang yang terlewat sedikit jadinya dianggap sepele"
3985,Keseringan bermasalah
3986,Ganti hp baru dan berusaha buat login ke Livin lagi selalu gagal setelah verifikasi wajah dan infonya suruh ke cabang terdekat ketika sudah di cabang ca gabisa bantu juga...trs kalo sekelas cs gabisa bantu saya harus gimana?? Mohon respon dan bantuannya!! Saya udah berulang kali stuck begini!!
3987,Terbaik
3988,Lagi ganguan ya pak
3989,ini kenapa livin sya gak bisa dibuka yah
3990,"ini kenapa sih aplikasinya gak bisa dibuka Sudah saya tungguin sampai 30 menit Tapi gak kebuka, loadingnya lama bgt kirain karna belum upgrade,tapi sama aja,udah diupgrade,gak kebuka juga aplikasinya Mohonlah diperbaiki lagi sistemnya"
3991,Sangat senang menggunakan livin by mandiri fitur² ny lengkap
3992,Livin' by Mandiri The Best ❤️ terima kasih Mandiri ❤️
3993,Kenapa saya ga bisa masuk membuat akun saya
3994,Terimakasih sangat membantu
3995,"Fiturnya lumayan , cuma agak bingung karena tampilan baru"
3996,Mudah cepat gk ribet
3997,"Aplikasi janjok, lemot woy aplikasi kalian di bka beda sama brimo langsung bs msuk perbaiki BUG nya"
3998,Kenapa ya sekarang kox sering eror punyaku tidak bisa buka langsung kembali ke menu utama
3999,Atm nya error terus dari tdi mlm sampai sekarang mau tari uang ngga bisa
4000,"Eror mulu.. Jelek Diperbaiki la sistem lu Gmn nasabah pada kabor kalo kualitas lu jelek. Ini susah masuk, eror"
4001,"saya sudah melakukan registrasi, tapi saat menunggu proses pembukaan rekening tiba tiba ga bisa trus disuruh tunggu sampai jam 4.30 akan ada pemberitahuan tapi sampai sekarang tidak ada. Dan sekarang saat ingin mengulang lg, pada saat ingin verifikasi ktp malah gagal trus"
4002,Terlalu banyak potongan
4003,Ini kenapa apknya kga bisa dibuka stak di logo teruss?makin di update bukannya makin bagus malah makin bobrok ajah apk gimna sih
4004,Sangat rekomendasi
4005,"Pake mandiri dr 2015 baru x ni, kcewa.. hp sy realme 10pro+5g, baru update UI ke V6 n OS ke Android 15, aplikasi Livin ga bisa login/daftar karna dianggap OS tida resmi, pdhal mungkin Aplikasinya yg blum di update. Aplikasi BCA, sea Bank, BRI, dana, gopay smw bs login di OS 15, hmmm"
4006,mau daftar gabisa bisa nih selalu for close pas mau scan muka
4007,"Pindah perangkat, instruksi password baru, tapi tetap notif sudah pernah digunakan... Parah... Ujung-ujungnya gak bisa juga."
4008,Mau akses livin ga bisa masuk padahal sudah terdaftar jadi males pake mandiri
4009,"Menglengkapi data gampang, tapi verifikasi muka sampai kedip itu susah, MOHON KEDIP, MOHON KEDIP, MOHON KEDIP, kedip sampe mati pun gk bisa"
4010,"Ribet, tidak seperti bank digital swasta lain, yang saldo nya bisa dikosongkan, di livin ada minimal saldo/saldo endapan. Masa kalah ama bank swasta saldo aja bisa dikosongkan"
4011,Bagus pemakaian simple sangat berguna
4012,"lama sekali cs nya, mau laporan soal kendala password saja balasnya lama"
4013,mengapa sekarang aplikasi livin mandiri berat bangat.ketika masuk ke aplikasi nya
4014,Verifikasi wajah susah sekali gagal mulu
4015,aplikasi eror gabisa login malah disuruh masukan nomor kartu kredit
4016,good
4017,"Log in livin harus nya ada 3 metode gk boleh 1 aja, Misal : Hanya 1 metode untuk log in,sidik jari kalo tiba"" jarinya putus gmn?,gk bisa log in lah.... Kasih 3 metode 1 dengan sidik jari 2 deteksi wajah 3 log in username dan password Mohon di pertimbangkan.. Mohon di update supaya,jika salah satu jika yg menggunakaan log in pake jari jika ada kerusakan atau kecelakan pada tangan tidak bingung harus log in bagaimana. Ditunggu kebijakan dari pembuat aplikasinya."
4018,"Ini kenapa mau login kok malah gak bisa, tiba² terblokir, aneh kali lama²"
4019,ACC pylter
4020,Kenapa 2 hari ini apk livin tidak bisa kebuka di perangkat saya ?? Saya sudah mencoba menginstall ulang tapi tidak ada hasil.
4021,Ini mandiri lagi kenapa dah di upgrade bukanya makin bagus makin lancar ini malah mau login juga sering lemotnya dan ga bisa awalnya saya kita karena sinyal saya jelek tapi setelah saya tanya sama temen saya yang make livin mandiri ternyata juga sama sering eror ga bisa login atensinya lah buat admin
4022,Kalau malam hari lagi perlu ada aja kendala.gagal pembayaran
4023,"Cuma mbanking ini, yang maintenance setiap hari"
4024,Min KLO mau ganti no hp harus ke bank k min??melekat di no yg lama..jd download baru ngak bisa buka
4025,"Aplikasi Lola ,tolong lebih di update kecepatan login sajah loding"
4026,"Lambat loading, jmbd"
4027,Vertivikasi wajah sulit
4028,Sangat membantu dan sukses selalu
4029,Saya asalnya bisa mengakses menjadi tidak bisa meng akses. Mohon d bantu
4030,"Terlalu sering perbaikan dan terlalu sering tidak dapat melakukan transaksi, padahal biaya admin udh ckup gede"
4031,Alhamdulillah selama ini pakai tidak ada masalah
4032,"BUMN BOBROK,.. APLIKASI LEMOTT GA GUNA"
4033,Siip sangat membantu 👍
4034,Aplikasinya berjalan lancar Tapi sekarang punya saya ga bisa di pake dengan alasan hp anda tidak memakai layanan resmi Padahal awalnya sah sah saja tolong di bantu saya sudah kirim email dan WhatsApp tapi belum menerima tanggapan
4035,Bagus
4036,Jelek
4037,keren
4038,Selalu ada tampilan tutup aplikasi setelah close aplikasi!!!
4039,Ada apa ya dengan aplikasi Livin kok saya bisa gak terdaftar padahal baru aja masih bisa ku buka lagi malah suruh daftar ulang .
4040,Knapa Tidak Bisa digunakan setelah di download
4041,Punyaku gabisa login padahal sudah aku daftarkan di atm
4042,Kenapa tidak bisa menggunakan fitur biometrik/fingerprint utk login? update: sudah bisa
4043,Gk jelas selalu sulit masuk
4044,Loading terus padahal sinyal bagus mohon perbaikan.. Buat seperti BRI donk supaya bisa nabung di ATM
4045,"Kenapa klo pakai data, aplikasi cuma buffer, tidak bisa terbuka, giliran pakai WiFi cepet terbuka?"
4046,"ini kenapa saya mau buka apk nya tiba-tiba berenti dan keluar sendiri yah? aneh banget padahal sering di gunain udah beberapa kali nyoba tetep aja kaya gitu, mohon min🙏"
4047,"Kenapa sekarang sering eror, lama buat masuk ke aplikasi"
4048,"Kenapa aku gak bisa masuk livin,,padahal udah dapat kode otp,,begitu mau dikonfirmasi,,eh aplikasinya lagi tidak tersedia"
4049,Aplikasi mudah digunakan Satset Pokonya
4050,Knpa saya tidak bisa masuk ke livin mohon di bantu
4051,Udh di download tapi ga bisa d buka
4052,Buat log in lelett bgttttttt apk per'bank'an yang paling lambat ya ini
4053,Memuaskan sangat
4054,"Tiba2 livin menyuruh mengganti pasword. Lalu d suruh memasukan Nomor kartu, dan valid thru nya bulan dan Tahun, udah saya isi benar tapi tertulis Tidak sesuai? Kenapa ya"
4055,Woy ini kenapa tiap mau masuk livin harus matiin data terus nyalain lagi data nya dulu baru bisa masuk? Padahal aplikasi mobile bca dan yang lainnya lancar2 saja
4056,"Peripikasinya yg bikin jengkel,udah hampir 100 x gagal trus...... Sy coba lagi perepikasi,tetap sama,sy kira cuma ada kesalahan sdikit,ternyata tdk,sy tlpn nomor yg tertera ketengannya mohon periksa nomor tujuan anda, Sebentar sy coba lgi prepikasi llu mmg gagal trus ,brarti livin aplikasi jlk..."
4057,Lelet luar biasa tidak bisa masuk padahal sinyal bagus
4058,Semoga bnk mandiri bisa lebih sukses dan selalu mempeoritaskan nasabah dengan baik
4059,"ini livin gak bisa kebuka knp yaa, lama bgt loadingnya, padahal sinyal bagus"
4060,Livin knp skg eror mulu yh Bertahun2 pake livin br hr ini 9 maret 2025 eror nya parah Setiap masuk tau2 close sndri Pdhl posisi lg urgent bgt Tolong lah buat livin jangan sering2 kya gt..
4061,"saya yang di luar negri sangat membantu sekali pengaktifan sangat mudah & simple,beda dengan apl lain ribet & harus pakai nomer indo,the best pokoknya MANDIRI👍"
4062,"tlong segera perbaiki, aplikasi error terus sudah bbrp hari"
4063,gembel update lagi lah
4064,Mau top up ke dana aja gak bisa semenjak update kmren saldo dibawah 100k bisa top up sekarang gak bisa lagi.. Dan 1 lagi sisa saldo saya kmren sisa 300an kok timbul sisa 100k resi transaksi gak ada muncul
4065,Sangat lelet ketika membuka aplikasi
